Source,relation,Target
棍棒,可以,打狗
棍棒,可以,攻击
棍棒,可以,击打
棍棒,可以,敲
棍棒,是,粗的
棍棒,是,短的
棍棒,是,用品
棍棒,像,擀面杖
棍棒,有,多种型号
棍棒,有,多种样式
棍棒,有,多种种类
锅,可以,炒菜
锅,需要,清洗
锅,是,金属
锅,有,把手
锅,是,圆形
锅,有,锅盖
锅,是,厨具
锅,可以,烹饪
锅,是,炊具
锅,有,盖子
锅,其他,厨房
锅,是,不锈钢的
锅,是,工具
锅,需要,保养
锅,有,多种材质
锅,可以,煎
锅,可以,煮
锅,像,帽子
锅,像,头盔
锅,需要,火
锅,有,底
锅,有,多种种类
锅,有,锅把
锅,有,锅身
锅,有,容量
锅,可以,熬
锅,可以,煎蛋
锅,可以,买卖
锅,可以,烹饪食物
锅,其他,背锅
锅,是,黑色的
锅,是,生活用品
锅,是,玩具
锅,是,用品
锅,像,盆
锅,像,勺子
锅,像,碗
锅,需要,放油
锅,需要,刷
锅,有,多种型号
锅,有,多种样式
锅,有,锅底
锅,有,砂锅
锅,有,铁锅
蝈蝈,是,虫
蝈蝈,有,触角
蝈蝈,需要,水
蝈蝈,可以,叫
蝈蝈,有,眼睛
蝈蝈,可以,发声
蝈蝈,是,绿色的
蝈蝈,需要,空气
蝈蝈,有,翅膀
蝈蝈,像,蚂蚱
蝈蝈,有,腿
蝈蝈,可以,跳
蝈蝈,像,蛐蛐
蝈蝈,需要,草
蝈蝈,需要,睡觉
蝈蝈,有,头
蝈蝈,可以,斗蝈蝈
蝈蝈,可以,爬
蝈蝈,是,小的
蝈蝈,像,蝗虫
蝈蝈,像,螳螂
蝈蝈,像,蟋蟀
蝈蝈,像,蟑螂
蝈蝈,需要,呼吸
蝈蝈,有,脚
蝈蝈,有,身体
蝈蝈,有,四肢
蝈蝈,可以,飞
蝈蝈,可以,观赏
蝈蝈,可以,娱乐
蝈蝈,是,黑色的
蝈蝈,是,生物
蝈蝈,是,有害的
蝈蝈,像,蚂蚁
蝈蝈,像,树枝
蝈蝈,需要,阳光
蝈蝈,需要,叶子
蝈蝈,有,鼻子
蝈蝈,有,肚子
蝈蝈,有,复眼
蝈蝈,有,壳
蝈蝈,有,嘴巴
国际象棋,可以,娱乐
国际象棋,有,棋盘
国际象棋,有,棋子
国际象棋,可以,比赛
国际象棋,是,象棋
国际象棋,是,游戏
国际象棋,像,五子棋
国际象棋,是,白色的
国际象棋,是,黑色的
国际象棋,是,棋类
国际象棋,是,棋类游戏
国际象棋,像,围棋
国际象棋,像,象棋
国际象棋,有,规则
国际象棋,可以,对弈
国际象棋,是,比赛
国际象棋,是,黑白的
国际象棋,是,国外的
国际象棋,是,竞技类
国际象棋,是,棋
国际象棋,是,棋牌类
国际象棋,需要,练习
国际象棋,需要,两个人
国际象棋,需要,棋盘
国际象棋,需要,学习
国际象棋,有,64个格子
国际象棋,有,比赛
国际象棋,有,多种种类
国旗,是,国家的
国旗,是,旗子
国旗,是,象征
国旗,有,多种颜色
国旗,是,红色的
国旗,需要,保护
国旗,有,图案
国旗,有,布
国旗,可以,代表国家
国旗,可以,飘扬
国旗,可以,悬挂
国旗,需要,爱护
国旗,需要,制造
国旗,需要,尊重
国旗,有,五角星
国旗,是,标志
国旗,有,旗面
国旗,可以,升降
国旗,可以,升起
国旗,可以,象征国家
国旗,是,代表
国旗,需要,设计
国旗,需要,尊敬
国旗,有,标志
国旗,有,多种图案
国旗,有,多种样式
国旗,可以,代表荣誉
国旗,可以,降落
国旗,可以,买卖
国旗,可以,飘
国旗,可以,升
国旗,可以,随风飘扬
国旗,其他,国歌
国旗,其他,国家
国旗,是,黄色的
国旗,是,神圣的
国旗,是,庄严的
国旗,像,国徽
国旗,像,火
国旗,需要,被尊重
国旗,需要,旗杆
国旗,有,多种形状
国旗,有,多种型号
国旗,有,旗杆
国旗,有,星星
国旗,有,尊严
果冻,是,零食
果冻,有,多种味道
果冻,是,甜的
果冻,需要,制造
果冻,可以,买卖
果冻,需要,冷藏
果冻,有,水
果冻,有,糖
果冻,是,软的
果冻,有,包装
果冻,是,滑的
果冻,是,透明的
果冻,像,布丁
果冻,有,弹性
果冻,有,水果
果冻,可以,哄孩子
果冻,像,胶水
果冻,需要,保存
果冻,有,多种颜色
果冻,有,果肉
果冻,是,固体
果冻,像,冰块
果冻,需要,模具
果冻,有,果汁
果冻,有,添加剂
果冻,是,半固体
果冻,是,冰冷的
果冻,是,好吃的
果冻,是,甜品
果冻,像,琼脂
果冻,像,肉冻
果冻,像,水晶
果冻,像,塑料
果冻,需要,安全
果冻,需要,低温
果冻,需要,防腐
果冻,需要,密封
果冻,有,白糖
果冻,有,多种品牌
果冻,有,多种形状
果冻,有,多种型号
果冻,有,多种样式
果冻,有,味道
果酱,是,甜的
果酱,需要,水果
果酱,是,酱料
果酱,需要,冷藏
果酱,需要,制造
果酱,有,果肉
果酱,是,粘稠的
果酱,有,糖
果酱,像,颜料
果酱,需要,保存
果酱,需要,密封
果酱,有,多种味道
果酱,是,香的
果酱,像,番茄酱
果酱,需要,果
果酱,可以,涂抹
果酱,是,好吃的
果酱,是,酸的
果酱,像,甜面酱
果酱,有,多种颜色
果酱,有,果粒
果酱,可以,抹面包
果酱,可以,配面包
果酱,可以,涂面包
果酱,其他,果酱可以直接食用拌饭
果酱,是,红色的
果酱,像,草莓酱
果酱,像,蜂蜜
果酱,像,浆糊
果酱,像,老干妈
果酱,有,草莓酱
果酱,有,多种种类
果酱,有,水
果酱,有,味道
果蝇,有,翅膀
果蝇,是,虫
果蝇,像,苍蝇
果蝇,可以,飞
果蝇,有,眼睛
果蝇,像,蚊子
果蝇,需要,水
果蝇,可以,繁衍
果蝇,是,小的
果蝇,需要,空气
果蝇,有,复眼
果蝇,需要,水果
果蝇,是,黑色的
果蝇,是,有害的
果蝇,有,嘴巴
果蝇,可以,研究
果蝇,有,身体
果蝇,有,头
果蝇,可以,传播细菌
果蝇,是,生物
果蝇,是,讨厌的
果蝇,像,蜜蜂
果蝇,像,蜻蜓
果蝇,需要,阳光
果蝇,需要,氧气
果蝇,有,触角
果蝇,有,四肢
果蝇,有,腿
果汁,可以,饮用
果汁,是,饮料
果汁,需要,水果
果汁,是,水
果汁,有,维生素
果汁,是,液体
果汁,有,多种颜色
果汁,需要,榨
果汁,是,甜的
果汁,需要,榨汁机
果汁,有,营养
果汁,像,颜料
果汁,有,多种味道
果汁,是,酸的
果汁,需要,冷藏
果汁,有,果肉
果汁,可以,买卖
果汁,像,可乐
果汁,像,奶茶
果汁,需要,制造
果汁,有,糖
果汁,可以,解渴
果汁,是,好喝的
果汁,是,水果榨的汁
果汁,像,茶
果汁,需要,保存
果汁,需要,防腐
果汁,有,维生素C
过山车,可以,娱乐
过山车,是,车
过山车,是,刺激的
过山车,有,轨道
过山车,有,座位
过山车,可以,游乐
过山车,是,设施
过山车,需要,安全
过山车,需要,电
过山车,有,安全带
过山车,可以,乘坐
过山车,像,火车
过山车,需要,维护
过山车,像,龙
过山车,需要,小心
过山车,其他,欢乐谷
过山车,是,可怕的
过山车,是,危险的
过山车,是,项目
过山车,是,游戏
过山车,需要,保护措施
过山车,需要,检查
过山车,有,轮子
过山车,可以,释放压力
过山车,其他,害怕
过山车,是,大的
过山车,是,弯的
过山车,像,跳楼机
过山车,需要,买票
过山车,需要,人
过山车,有,把手
哈巴狗,是,狗
哈巴狗,有,尾巴
哈巴狗,有,耳朵
哈巴狗,有,眼睛
哈巴狗,有,毛
哈巴狗,可以,看家
哈巴狗,是,宠物
哈巴狗,需要,水
哈巴狗,需要,饲养
哈巴狗,有,四肢
哈巴狗,需要,睡觉
哈巴狗,有,皮肤
哈巴狗,有,嘴巴
哈巴狗,是,可爱的
哈巴狗,是,小的
哈巴狗,需要,保护
哈巴狗,有,腿
哈巴狗,有,牙齿
哈巴狗,像,猫
哈巴狗,有,鼻子
哈巴狗,可以,发声
哈巴狗,可以,跑
哈巴狗,可以,陪伴
哈巴狗,像,狼
哈巴狗,像,人
哈巴狗,需要,空气
哈巴狗,有,大脑
哈巴狗,可以,叫
哈巴狗,可以,看门
哈巴狗,可以,摇尾巴
哈巴狗,可以,咬
哈巴狗,可以,咬人
哈巴狗,可以,娱乐
哈巴狗,是,哺乳类
哈巴狗,是,肉食类
哈巴狗,是,一种狗
哈巴狗,像,哈士奇
哈巴狗,像,家人
哈巴狗,像,朋友
哈巴狗,需要,狗粮
哈巴狗,需要,关爱
哈巴狗,需要,遛
哈巴狗,需要,氧气
哈巴狗,有,大耳朵
哈巴狗,有,多种种类
哈巴狗,有,舌头
哈巴狗,有,身体
哈巴狗,有,四条腿
哈密瓜,是,甜的
哈密瓜,有,皮
哈密瓜,像,西瓜
哈密瓜,需要,切
哈密瓜,需要,种植
哈密瓜,有,果肉
哈密瓜,有,籽
哈密瓜,需要,土
哈密瓜,需要,阳光
哈密瓜,是,绿色的
哈密瓜,像,橄榄球
哈密瓜,是,瓜
哈密瓜,需要,采摘
哈密瓜,需要,空气
哈密瓜,有,瓜皮
哈密瓜,需要,水
哈密瓜,有,瓜瓤
哈密瓜,有,瓤
哈密瓜,有,水
哈密瓜,是,黄色的
哈密瓜,是,椭圆形
哈密瓜,可以,买卖
哈密瓜,是,圆形
哈密瓜,需要,清洗
哈密瓜,需要,削皮
哈密瓜,有,多种型号
哈密瓜,有,糖
哈密瓜,可以,饱腹
哈密瓜,是,草本类
哈密瓜,是,多汁的
哈密瓜,是,香瓜
哈密瓜,像,冬瓜
哈密瓜,像,木瓜
哈密瓜,像,南瓜
哈密瓜,像,球
哈密瓜,像,香瓜
哈密瓜,需要,保存
哈密瓜,需要,刀
哈密瓜,需要,去籽
哈密瓜,需要,收割
哈密瓜,有,多种种类
哈密瓜,有,肉
哈密瓜,有,纹路
哈密瓜,有,营养
哈密瓜,有,种子
哈士奇,是,狗
哈士奇,有,尾巴
哈士奇,有,耳朵
哈士奇,有,眼睛
哈士奇,有,嘴巴
哈士奇,像,狼
哈士奇,有,毛
哈士奇,需要,水
哈士奇,有,四肢
哈士奇,有,鼻子
哈士奇,需要,饲养
哈士奇,可以,娱乐
哈士奇,是,笨的
哈士奇,是,宠物
哈士奇,需要,睡觉
哈士奇,有,腿
哈士奇,有,牙齿
哈士奇,可以,看家
哈士奇,有,头
哈士奇,是,大的
哈士奇,像,阿拉斯加
哈士奇,需要,空气
哈士奇,需要,陪伴
哈士奇,有,皮肤
哈士奇,有,四条腿
哈士奇,可以,拆家
哈士奇,可以,叫
哈士奇,可以,跑
哈士奇,是,可爱的
哈士奇,像,傻子
哈士奇,需要,铲屎
哈士奇,需要,狗粮
哈士奇,需要,溜
哈士奇,需要,遛
哈士奇,需要,洗澡
哈士奇,有,舌头
哈士奇,有,爪子
哈士奇,可以,吠
哈士奇,可以,遛狗
哈士奇,可以,陪伴
哈士奇,可以,跳
哈士奇,可以,咬
哈士奇,可以,咬人
哈士奇,是,二哈
哈士奇,是,肉食类
哈士奇,是,忠诚的
哈士奇,需要,呼吸
哈士奇,需要,遛狗
哈士奇,需要,排泄
哈士奇,需要,阳光
哈士奇,有,大脑
哈士奇,有,大尾巴
哈士奇,有,多种种类
哈士奇,有,身体
海白菜,像,海带
海白菜,有,叶子
海白菜,是,绿色的
海白菜,像,白菜
海白菜,是,海里的
海白菜,需要,清洗
海白菜,需要,水
海白菜,是,藻类
海白菜,需要,采摘
海白菜,需要,阳光
海白菜,可以,凉拌
海白菜,可以,腌制
海白菜,是,咸的
海白菜,需要,制造
海白菜,有,多种种类
海白菜,有,根
海白菜,有,营养
海白菜,可以,炒
海白菜,是,脆的
海白菜,是,海产品
海白菜,是,生物
海白菜,需要,海水
海白菜,可以,买卖
海白菜,可以,生长
海白菜,可以,腌菜
海白菜,是,菜
海白菜,像,草
海白菜,像,海藻
海白菜,需要,保存
海白菜,需要,打捞
海白菜,需要,空气
海白菜,需要,营养
海白菜,需要,煮
海白菜,有,茎
海白菜,有,维生素
海报,是,纸
海报,可以,宣传
海报,需要,设计
海报,有,图像
海报,有,文字
海报,像,报纸
海报,需要,张贴
海报,有,多种颜色
海报,需要,制造
海报,可以,观看
海报,有,内容
海报,是,广告
海报,是,用品
海报,像,电视
海报,像,广告
海报,像,画
海报,有,多种样式
海报,可以,传递信息
海报,可以,打广告
海报,可以,买卖
海报,可以,宣传活动
海报,可以,用于宣传
海报,是,薄的
海报,是,大的
海报,是,电子的
海报,是,好看的
海报,像,传单
海报,像,幕布
海报,需要,胶水
海报,需要,排版
海报,需要,印制
海报,需要,粘贴
海报,有,标题
海报,有,多种型号
海报,有,广告
海报,有,信息
海报,有,主题
海豹,可以,游泳
海豹,有,胡子
海豹,需要,保护
海豹,需要,水
海豹,有,尾巴
海豹,像,海狮
海豹,有,眼睛
海豹,需要,鱼
海豹,有,脂肪
海豹,可以,捕猎
海豹,是,哺乳类
海豹,是,光滑的
海豹,有,牙齿
海豹,有,嘴巴
海豹,可以,捕鱼
海豹,是,海里的
海豹,是,可爱的
海豹,需要,睡觉
海豹,有,鼻子
海豹,有,厚的脂肪
海豹,有,皮肤
海豹,可以,抚摸
海豹,可以,观赏
海豹,可以,跳舞
海豹,是,黑色的
海豹,是,滑的
海豹,是,玩具
海豹,像,狗
海豹,像,海狗
海豹,像,海豚
海豹,像,婴儿
海豹,像,鱼
海豹,需要,爱护
海豹,需要,呼吸
海豹,需要,空气
海豹,需要,饲养
海豹,有,大肚子
海豹,有,脚蹼
海豹,有,毛
海参,是,海里的
海参,是,药
海参,需要,水
海参,是,软的
海参,是,生物
海参,是,黑色的
海参,需要,海水
海参,有,刺
海参,有,营养
海参,需要,捕捞
海参,有,触角
海参,可以,买卖
海参,是,海鲜
海参,像,毛毛虫
海参,有,多种型号
海参,有,肉
海参,可以,生吃
海参,是,海产品
海参,是,好吃的
海参,像,虫
海参,像,刺猬
海参,像,狼牙棒
海参,像,人参
海参,需要,呼吸
海参,可以,补身体
海参,可以,生长
海参,是,贵的
海参,像,石头
海参,需要,炖汤
海参,需要,烹饪
海参,需要,阳光
海参,需要,营养
海参,有,多种颜色
海参,有,多种种类
海草,是,绿色的
海草,需要,水
海草,有,叶子
海草,像,草
海草,是,海里的
海草,像,海带
海草,需要,阳光
海草,有,多种种类
海草,有,根
海草,需要,海水
海草,是,被子类
海草,是,长的
海草,可以,观赏
海草,可以,光合作用
海草,是,高等的
海草,是,生物
海草,是,水里的
海草,有,叶绿素
海草,可以,保暖
海草,可以,挡雨
海草,可以,隔音
海草,可以,进行光合作用
海草,可以,随波飘摇
海草,其他,海草舞
海草,是,海底的
海草,是,软的
海草,是,丝粉草科
海草,是,细的
海草,像,带子
海草,像,飘带
海草,像,珊瑚
海草,像,水草
海草,需要,肥料
海草,需要,空气
海草,需要,清洗
海草,需要,土
海草,需要,养殖
海草,需要,氧气
海草,需要,营养
海草,有,微量元素
海草,有,盐
海草,有,营养
海带,是,绿色的
海带,是,海里的
海带,需要,水
海带,是,藻类
海带,有,叶子
海带,有,营养
海带,是,棕色的
海带,像,海草
海带,需要,阳光
海带,可以,凉拌
海带,是,水里的
海带,是,条状的
海带,是,咸的
海带,是,长的
海带,像,带子
海带,需要,空气
海带,有,根
海带,是,海产品
海带,像,紫菜
海带,需要,海水
海带,需要,清洗
海带,有,叶绿素
海带,可以,炒
海带,可以,光合作用
海带,可以,进行光合作用
海带,是,海底的
海带,是,细的
海带,像,草
海带,像,飘带
海带,像,裙带菜
海带,需要,肥料
海带,需要,浸泡
海带,需要,营养
海带,需要,种植
海带,有,把手
海带,有,碘元素
海带,有,多种种类
海带,有,微量元素
海带,有,细胞
海带,有,盐
海胆,是,海里的
海胆,有,刺
海胆,有,壳
海胆,需要,水
海胆,像,刺猬
海胆,是,生物
海胆,需要,海水
海胆,需要,空气
海胆,是,海产品
海胆,是,黑色的
海胆,是,软的
海胆,是,硬的
海胆,有,多种颜色
海胆,可以,游泳
海胆,是,棘皮类
海胆,是,尖的
海胆,是,球形的
海胆,像,毛球
海胆,像,球
海胆,需要,呼吸
海胆,有,多种种类
海胆,可以,买卖
海胆,其他,海洋生物
海胆,是,锋利的
海胆,是,海底的
海胆,是,海鲜
海胆,是,好吃的
海胆,是,黄色的
海胆,是,水里的
海胆,像,刺球
海胆,像,红毛丹
海胆,像,榴莲
海胆,需要,氧气
海龟,可以,游泳
海龟,有,壳
海龟,有,四肢
海龟,是,海里的
海龟,有,龟壳
海龟,需要,水
海龟,是,乌龟
海龟,有,头
海龟,像,石头
海龟,有,尾巴
海龟,可以,爬
海龟,需要,空气
海龟,是,缓慢的
海龟,是,生物
海龟,需要,保护
海龟,需要,海水
海龟,需要,阳光
海龟,有,眼睛
海龟,是,两栖类
海龟,是,硬的
海龟,是,长寿的
海龟,有,脚
海龟,有,身体
海龟,可以,动
海龟,可以,下蛋
海龟,可以,养殖
海龟,是,龟
海龟,是,绿色的
海龟,是,爬行类
海龟,需要,冬眠
海龟,需要,呼吸
海龟,需要,睡觉
海龟,需要,虾
海龟,需要,鱼
海龟,有,鼻子
海龟,有,四条腿
海龟,有,腿
海龟,有,爪子
海龟,有,嘴巴
海螺,有,壳
海螺,需要,水
海螺,是,海里的
海螺,是,生物
海螺,像,蜗牛
海螺,需要,空气
海螺,是,软的
海螺,有,肉
海螺,可以,爬
海螺,是,硬的
海螺,像,号角
海螺,像,田螺
海螺,需要,海水
海螺,需要,烹饪
海螺,可以,吹
海螺,是,贝类
海螺,是,螺
海螺,是,水里的
海螺,需要,清洗
海螺,需要,营养
海螺,有,蛋白质
海螺,有,多种形状
海螺,有,多种种类
海螺,有,螺旋
海螺,有,身体
海螺,可以,爆炒
海螺,可以,娱乐
海螺,其他,低脂肪
海螺,其他,高蛋白
海螺,是,海产品
海螺,是,海鲜
海螺,是,好吃的
海螺,像,螺丝
海螺,像,扇贝
海螺,像,石头
海螺,需要,保护
海螺,需要,氧气
海螺,有,触角
海螺,有,多种颜色
海螺,有,维生素
海螺,有,眼睛
海螺,有,嘴巴
海绵,可以,吸水
海绵,有,孔
海绵,是,软的
海绵,需要,清洗
海绵,可以,清洁
海绵,是,材料
海绵,像,泡沫
海绵,可以,擦
海绵,是,黄色的
海绵,需要,制造
海绵,像,海绵宝宝
海绵,需要,水
海绵,可以,压缩
海绵,其他,海绵宝宝
海绵,像,布
海绵,像,蛋糕
海绵,像,面包
海绵,有,弹性
海绵,可以,擦桌子
海绵,可以,买卖
海绵,可以,清洁物品
海绵,可以,洗碗
海绵,是,轻的
海绵,像,毛巾
海绵,像,棉花
海绵,需要,保存
海绵,需要,干燥
海绵,需要,空间
海绵,需要,晾干
海绵,有,多种样式
海绵,有,多种种类
海绵,有,很多孔
海绵,有,气孔
海绵,有,纤维
海牛,可以,游泳
海牛,需要,水
海牛,像,鲸鱼
海牛,有,嘴巴
海牛,有,眼睛
海牛,是,海里的
海牛,像,牛
海牛,需要,空气
海牛,有,尾巴
海牛,是,哺乳类
海牛,需要,呼吸
海牛,有,鼻子
海牛,可以,捕猎
海牛,需要,保护
海牛,需要,睡觉
海牛,有,皮肤
海牛,有,鳍
海牛,是,生物
海牛,需要,海水
海牛,需要,氧气
海牛,有,四肢
海牛,是,光滑的
海牛,是,水里的
海牛,像,海豹
海牛,像,海豚
海牛,有,牙齿
海牛,是,草食类
海牛,是,大的
海牛,是,灰色的
海牛,像,海狮
海牛,像,美人鱼
海牛,像,鱼
海牛,需要,草
海牛,需要,阳光
海牛,需要,营养
海牛,有,多种颜色
海牛,有,器官
海牛,有,前肢
海牛,有,身体
海鸥,可以,飞
海鸥,有,翅膀
海鸥,有,嘴巴
海鸥,需要,水
海鸥,有,羽毛
海鸥,像,鸽子
海鸥,可以,捕猎
海鸥,需要,空气
海鸥,是,白色的
海鸥,有,眼睛
海鸥,有,爪子
海鸥,是,海上的
海鸥,需要,睡觉
海鸥,可以,捕鱼
海鸥,可以,叫
海鸥,是,海里的
海鸥,需要,保护
海鸥,需要,鱼
海鸥,可以,繁衍
海鸥,是,海边的
海鸥,像,大雁
海鸥,需要,呼吸
海鸥,有,尖嘴巴
海鸥,有,脚
海鸥,有,腿
海鸥,可以,观赏
海鸥,是,禽类
海鸥,像,海燕
